t_dat,product_group_name,Quantity,ValueTotal,sales_channel_id
2018-09-22,Garment Upper body,4626,140.2119322033891,2
2018-09-22,Underwear,682,14.529796610169438,1
2018-09-23,Items,9,0.11206779661016919,1
2018-09-23,Underwear,480,9.884898305084725,1
2018-09-23,Shoes,1124,50.16232203389835,2
2018-09-23,Accessories,1582,31.167254237288535,2
2018-09-23,Shoes,73,3.052237288135589,1
2018-09-23,Garment Lower body,12732,447.5444576271105,2
2018-09-23,Garment Full body,3029,111.66569491525354,2
2018-09-23,Garment Lower body,1448,47.41637288135569,1
2018-09-23,Garment Upper body,3604,113.14169491525418,1
2018-09-23,Garment Upper body,21655,651.2354406779998,2
2018-09-23,Swimwear,1241,21.421338983050898,2
2018-09-23,Socks & Tights,834,12.101118644067713,2
2018-09-23,Swimwear,25,0.2819491525423714,1
2018-09-23,Socks & Tights,441,5.567118644067793,1
2018-09-23,Garment Full body,214,7.93133898305084,1
2018-09-23,Nightwear,48,1.353745762711862,1
2018-09-23,Unknown,23,0.364016949152541,2
2018-09-23,Underwear/nightwear,7,0.1253050847457623,2
2018-09-23,Items,9,0.11206779661016919,1
2018-09-23,Unknown,5,0.3114745762711862,1
2018-09-23,Cosmetic,2,0.012457627118644,1
2018-09-23,Unknown,5,0.3114745762711862,1
2018-09-23,Socks & Tights,441,5.567118644067793,1
2018-09-23,Underwear,2560,56.72101694915225,2
2018-09-23,Accessories,504,8.119762711864405,1
2018-09-23,Cosmetic,2,0.012457627118644,1
2018-09-23,Underwear/nightwear,7,0.1253050847457623,2
2018-09-23,Nightwear,590,14.08999999999993,2
2018-09-23,Swimwear,1241,21.421338983050898,2
2018-09-23,Underwear,480,9.884898305084725,1
2018-09-23,Shoes,1124,50.16232203389835,2
2018-09-23,Accessories,1582,31.167254237288535,2
2018-09-23,Underwear,2560,56.72101694915225,2
2018-09-23,Garment Full body,3029,111.66569491525354,2
2018-09-23,Garment Lower body,1448,47.41637288135569,1
2018-09-23,Garment Lower body,12732,447.5444576271105,2
2018-09-23,Shoes,73,3.052237288135589,1
2018-09-23,Nightwear,590,14.08999999999993,2
2018-09-23,Garment Upper body,3604,113.14169491525418,1
2018-09-23,Socks & Tights,834,12.101118644067713,2
2018-09-23,Accessories,504,8.119762711864405,1
2018-09-23,Garment Full body,214,7.93133898305084,1
2018-09-23,Nightwear,48,1.353745762711862,1
2018-09-23,Unknown,23,0.364016949152541,2
2018-09-23,Swimwear,25,0.2819491525423714,1
2018-09-23,Garment Upper body,21655,651.2354406779998,2
2018-09-24,Garment Full body,267,8.732288135593205,1
2018-09-24,Swimwear,1202,19.838949152542384,2
2018-09-24,Shoes,1129,48.13689830508484,2
2018-09-24,Garment Full body,2697,98.70188135593196,2
2018-09-24,Underwear/nightwear,4,0.0711186440677964,2
2018-09-24,Socks & Tights,437,4.962050847457615,1
2018-09-24,Accessories,665,10.283711864406744,1
2018-09-24,Garment Lower body,9463,333.02135593220095,2
2018-09-24,Accessories,1427,27.31055932203424,2
2018-09-24,Garment Lower body,1666,55.39045762711836,1
2018-09-24,Swimwear,45,0.5454576271186415,1
2018-09-24,Garment Upper body,18162,568.3525593220395,2
2018-09-24,Underwear,640,13.401406779660938,1
2018-09-24,Garment Upper body,4563,139.42918644067754,1
2018-09-24,Nightwear,562,13.212508474576223,2
2018-09-24,Nightwear,56,1.5173389830508446,1
2018-09-24,Shoes,100,4.125254237288129,1
2018-09-24,Items,7,0.0839491525423726,1
2018-09-24,Unknown,5,0.3202542372881354,1
2018-09-24,Unknown,6,0.08294915254237248,2
2018-09-24,Underwear,2227,50.187677966101475,2
2018-09-24,Unknown,5,0.3202542372881354,1
2018-09-24,Cosmetic,2,0.012847457627118499,1
2018-09-24,Swimwear,45,0.5454576271186415,1
2018-09-24,Socks & Tights,652,9.888949152542354,2
2018-09-24,Nightwear,562,13.212508474576223,2
2018-09-24,Swimwear,1202,19.838949152542384,2
2018-09-24,Underwear,640,13.401406779660938,1
2018-09-24,Socks & Tights,437,4.962050847457615,1
2018-09-24,Accessories,1427,27.31055932203424,2
2018-09-24,Garment Full body,2697,98.70188135593196,2
2018-09-24,Shoes,1129,48.13689830508484,2
2018-09-24,Accessories,665,10.283711864406744,1
2018-09-24,Nightwear,56,1.5173389830508446,1
2018-09-24,Garment Full body,267,8.732288135593205,1
2018-09-24,Garment Lower body,1666,55.39045762711836,1
2018-09-24,Garment Upper body,4563,139.42918644067754,1
2018-09-24,Garment Upper body,18162,568.3525593220395,2
2018-09-24,Underwear,2227,50.187677966101475,2
2018-09-24,Cosmetic,2,0.012847457627118499,1
2018-09-24,Underwear/nightwear,4,0.0711186440677964,2
2018-09-24,Socks & Tights,652,9.888949152542354,2
2018-09-24,Shoes,100,4.125254237288129,1
2018-09-24,Items,7,0.0839491525423726,1
2018-09-24,Garment Lower body,9463,333.02135593220095,2
2018-09-24,Unknown,6,0.08294915254237248,2
2018-09-25,Underwear/nightwear,4,0.10501694915254221,2
2018-09-25,Interior textile,1,0.0169322033898305,2
2018-09-25,Nightwear,100,2.7258813559321986,1
2018-09-25,Underwear,1907,42.8964915254236,2
2018-09-25,Socks & Tights,639,7.645711864406799,1
2018-09-25,Accessories,855,13.536220338982972,1
2018-09-25,Garment Upper body,6083,185.32698305084898,1
2018-09-25,Garment Lower body,8128,284.8670338983046,2
2018-09-25,Garment Full body,2299,84.01540677966098,2
2018-09-25,Swimwear,1167,19.944627118644057,2
2018-09-25,Nightwear,519,12.342050847457584,2
2018-09-25,Garment Upper body,15435,482.64216949152006,2
2018-09-25,Socks & Tights,585,8.625677966101723,2
2018-09-25,Shoes,1002,39.323796610169566,2
2018-09-25,Shoes,141,5.928881355932198,1
2018-09-25,Cosmetic,2,0.0101355932203388,2
2018-09-25,Swimwear,53,0.6042881355932178,1
2018-09-25,Cosmetic,7,0.046016949152542,1
2018-09-25,Unknown,17,0.3759830508474567,2
2018-09-25,Unknown,9,0.3913728813559319,1
2018-09-25,Underwear,890,18.83357627118641,1
2018-09-25,Garment Full body,382,12.784457627118638,1
2018-09-25,Garment Lower body,2267,72.9515254237286,1
2018-09-25,Accessories,1365,26.939576271186706,2
2018-09-25,Underwear/nightwear,4,0.10501694915254221,2
2018-09-25,Interior textile,1,0.0169322033898305,2
2018-09-25,Unknown,9,0.3913728813559319,1
2018-09-25,Unknown,17,0.3759830508474567,2
2018-09-25,Cosmetic,7,0.046016949152542,1
2018-09-25,Swimwear,53,0.6042881355932178,1
2018-09-25,Cosmetic,2,0.0101355932203388,2
2018-09-25,Nightwear,519,12.342050847457584,2
2018-09-25,Shoes,1002,39.323796610169566,2
2018-09-25,Socks & Tights,585,8.625677966101723,2
2018-09-25,Swimwear,1167,19.944627118644057,2
2018-09-25,Shoes,141,5.928881355932198,1
2018-09-25,Accessories,1365,26.939576271186706,2
2018-09-25,Garment Lower body,2267,72.9515254237286,1
2018-09-25,Underwear,890,18.83357627118641,1
2018-09-25,Garment Full body,2299,84.01540677966098,2
2018-09-25,Garment Lower body,8128,284.8670338983046,2
2018-09-25,Accessories,855,13.536220338982972,1
2018-09-25,Garment Upper body,15435,482.64216949152006,2
2018-09-25,Garment Full body,382,12.784457627118638,1
2018-09-25,Socks & Tights,639,7.645711864406799,1
2018-09-25,Underwear,1907,42.8964915254236,2
2018-09-25,Nightwear,100,2.7258813559321986,1
2018-09-25,Garment Upper body,6083,185.32698305084898,1
2018-09-26,Shoes,1025,44.382728813559424,2
2018-09-26,Garment Lower body,8326,291.2509830508463,2
2018-09-26,Garment Full body,2506,86.4050677966098,2
2018-09-26,Garment Upper body,16552,511.7377457627104,2
2018-09-26,Underwear,2023,45.32333898305082,2
2018-09-26,Underwear,1007,21.000677966101716,1
2018-09-26,Garment Lower body,2869,92.33067796610159,1
2018-09-26,Garment Upper body,7443,221.92696610169824,1
2018-09-26,Accessories,1516,29.37769491525462,2
2018-09-26,Swimwear,1133,17.762152542372792,2
2018-09-26,Socks & Tights,642,8.978949152542379,2
2018-09-26,Unknown,12,0.1777627118644061,2
2018-09-26,Accessories,1073,16.22308474576263,1
2018-09-26,Shoes,1025,44.382728813559424,2
2018-09-26,Swimwear,1133,17.762152542372792,2
2018-09-26,Accessories,1516,29.37769491525462,2
2018-09-26,Garment Upper body,7443,221.92696610169824,1
2018-09-26,Garment Lower body,2869,92.33067796610159,1
2018-09-26,Underwear,1007,21.000677966101716,1
2018-09-26,Socks & Tights,642,8.978949152542379,2
2018-09-26,Underwear,2023,45.32333898305082,2
2018-09-26,Garment Lower body,8326,291.2509830508463,2
2018-09-26,Accessories,1073,16.22308474576263,1
2018-09-26,Cosmetic,1,0.0050677966101694,1
2018-09-26,Items,3,0.0406271186440677,1
2018-09-26,Cosmetic,2,0.0135254237288134,2
2018-09-26,Unknown,11,0.32694915254237245,1
2018-09-26,Garment Upper body,16552,511.7377457627104,2
2018-09-26,Underwear/nightwear,7,0.17615254237288105,2
2018-09-26,Nightwear,461,10.995576271186417,2
2018-09-26,Socks & Tights,820,9.966355932203363,1
2018-09-26,Socks & Tights,820,9.966355932203363,1
2018-09-26,Swimwear,53,0.6745084745762681,1
2018-09-26,Nightwear,104,2.7089152542372834,1
2018-09-26,Garment Full body,458,15.192525423728792,1
2018-09-26,Shoes,177,7.226423728813563,1
2018-09-26,Shoes,177,7.226423728813563,1
2018-09-26,Garment Full body,2506,86.4050677966098,2
2018-09-26,Nightwear,104,2.7089152542372834,1
2018-09-26,Underwear/nightwear,7,0.17615254237288105,2
2018-09-26,Swimwear,53,0.6745084745762681,1
2018-09-26,Unknown,11,0.32694915254237245,1
2018-09-26,Cosmetic,2,0.0135254237288134,2
2018-09-26,Items,3,0.0406271186440677,1
2018-09-26,Cosmetic,1,0.0050677966101694,1
2018-09-26,Unknown,12,0.1777627118644061,2
2018-09-26,Garment Full body,458,15.192525423728792,1
2018-09-26,Nightwear,461,10.995576271186417,2
2018-09-27,Nightwear,104,2.768118644067792,1
2018-09-27,Garment Upper body,13841,436.1041355932188,2
2018-09-27,Cosmetic,2,0.0152203389830507,2
2018-09-27,Garment Full body,2522,102.66793220338961,2
2018-09-27,Unknown,15,0.35969491525423636,2
2018-09-27,Shoes,969,41.90371186440685,2
2018-09-27,Underwear,1587,35.49854237288159,2
2018-09-27,Accessories,1322,26.598220338983282,2
2018-09-27,Shoes,216,8.918491525423724,1
2018-09-27,Socks & Tights,842,9.97444067796607,1
2018-09-27,Underwear,1292,27.392677966101843,1
2018-09-27,Garment Lower body,2870,95.39916949152554,1
2018-09-27,Garment Upper body,7850,236.9323220339027,1
2018-09-27,Socks & Tights,433,6.027864406779667,2
2018-09-27,Swimwear,75,1.0071864406779616,1
2018-09-27,Swimwear,1029,17.257813559321992,2
2018-09-27,Accessories,1095,17.36093220338977,1
2018-09-27,Nightwear,382,8.756694915254227,2
2018-09-27,Garment Full body,543,19.212203389830485,1
2018-09-27,Nightwear,104,2.768118644067792,1
2018-09-27,Unknown,15,0.35969491525423636,2
2018-09-27,Unknown,10,0.3919152542372878,1
2018-09-27,Swimwear,75,1.0071864406779616,1
2018-09-27,Items,5,0.0470169491525422,1
2018-09-27,Underwear/nightwear,3,0.0677457627118643,2
2018-09-27,Interior textile,1,0.0169322033898305,2
2018-09-27,Cosmetic,5,0.0373728813559319,1
2018-09-27,Garment Lower body,7248,260.7819322033912,2
2018-09-27,Unknown,10,0.3919152542372878,1
2018-09-27,Garment Full body,543,19.212203389830485,1
2018-09-27,Underwear/nightwear,3,0.0677457627118643,2
2018-09-27,Interior textile,1,0.0169322033898305,2
2018-09-27,Swimwear,1029,17.257813559321992,2
2018-09-27,Socks & Tights,842,9.97444067796607,1
2018-09-27,Socks & Tights,433,6.027864406779667,2
2018-09-27,Garment Upper body,7850,236.9323220339027,1
2018-09-27,Garment Lower body,2870,95.39916949152554,1
2018-09-27,Accessories,1095,17.36093220338977,1
2018-09-27,Shoes,216,8.918491525423724,1
2018-09-27,Accessories,1322,26.598220338983282,2
2018-09-27,Underwear,1292,27.392677966101843,1
2018-09-27,Shoes,969,41.90371186440685,2
2018-09-27,Garment Upper body,13841,436.1041355932188,2
2018-09-27,Cosmetic,5,0.0373728813559319,1
2018-09-27,Garment Lower body,7248,260.7819322033912,2
2018-09-27,Underwear,1587,35.49854237288159,2
2018-09-27,Nightwear,382,8.756694915254227,2
2018-09-27,Items,5,0.0470169491525422,1
2018-09-27,Cosmetic,2,0.0152203389830507,2
2018-09-27,Garment Full body,2522,102.66793220338961,2
2018-09-28,Garment Full body,922,27.47884745762699,1
2018-09-28,Swimwear,68,0.7421525423728782,1
2018-09-28,Garment Full body,3083,118.31310169491488,2
2018-09-28,Accessories,2078,29.080525423729156,1
2018-09-28,Underwear,2226,52.57286440677953,2
2018-09-28,Underwear,2044,38.37937288135618,1
2018-09-28,Socks & Tights,1466,16.713779661016904,1
2018-09-28,Shoes,1391,66.52266101694924,2
2018-09-28,Underwear/nightwear,3,0.0677457627118643,2
2018-09-28,Accessories,1928,40.928762711864415,2
2018-09-28,Socks & Tights,680,9.564830508474564,2
2018-09-28,Nightwear,210,4.897881355932187,1
2018-09-28,Nightwear,478,12.346627118644053,2
2018-09-28,Swimwear,68,0.7421525423728782,1
2018-09-28,Unknown,12,0.7507288135593214,1
2018-09-28,Cosmetic,6,0.0365254237288132,1
2018-09-28,Garment Upper body,20297,698.0690508474593,2
2018-09-28,Swimwear,980,17.01230508474566,2
2018-09-28,Garment Upper body,13966,383.534220338975,1
2018-09-28,Underwear,2044,38.37937288135618,1
2018-09-28,Garment Lower body,9700,362.4581016949054,2
2018-09-28,Garment Lower body,9700,362.4581016949054,2
2018-09-28,Swimwear,980,17.01230508474566,2
2018-09-28,Garment Lower body,5060,150.5624745762747,1
2018-09-28,Garment Upper body,13966,383.534220338975,1
2018-09-28,Garment Upper body,20297,698.0690508474593,2
2018-09-28,Garment Full body,3083,118.31310169491488,2
2018-09-28,Underwear,2226,52.57286440677953,2
2018-09-28,Accessories,2078,29.080525423729156,1
2018-09-28,Socks & Tights,1466,16.713779661016904,1
2018-09-28,Garment Full body,922,27.47884745762699,1
2018-09-28,Unknown,13,0.24240677966101612,2
2018-09-28,Shoes,1391,66.52266101694924,2
2018-09-28,Nightwear,210,4.897881355932187,1
2018-09-28,Accessories,1928,40.928762711864415,2
2018-09-28,Socks & Tights,680,9.564830508474564,2
2018-09-28,Shoes,275,9.763457627118626,1
2018-09-28,Nightwear,478,12.346627118644053,2
2018-09-28,Garment Lower body,5060,150.5624745762747,1
2018-09-28,Items,14,0.1686440677966095,1
2018-09-28,Shoes,275,9.763457627118626,1
2018-09-28,Cosmetic,6,0.0365254237288132,1
2018-09-28,Underwear/nightwear,3,0.0677457627118643,2
2018-09-28,Unknown,13,0.24240677966101612,2
2018-09-28,Items,14,0.1686440677966095,1
2018-09-28,Unknown,12,0.7507288135593214,1
2018-09-29,Garment Full body,4833,191.16023728813443,2
2018-09-29,Garment Lower body,14693,578.6645254236962,2
2018-09-29,Garment Lower body,15221,410.1519491525292,1
2018-09-29,Shoes,855,29.554271186440488,1
2018-09-29,Garment Upper body,32049,1138.667830508509,2
2018-09-29,Socks & Tights,4888,49.82344067796599,1
2018-09-29,Garment Upper body,42066,1095.471559321932,1
2018-09-29,Garment Upper body,42066,1095.471559321932,1
2018-09-29,Accessories,3299,71.23076271186348,2
2018-09-29,Garment Full body,2609,72.68162711864386,1
2018-09-29,Accessories,3299,71.23076271186348,2
2018-09-29,Garment Full body,4833,191.16023728813443,2
2018-09-29,Items,23,0.24247457627118513,1
2018-09-29,Unknown,55,1.8599661016949123,1
2018-09-29,Underwear/nightwear,6,0.14396610169491492,2
2018-09-29,Cosmetic,44,0.26920338983050607,1
2018-09-29,Swimwear,198,2.0409322033898176,1
2018-09-29,Socks & Tights,1058,15.393271186440494,2
2018-09-29,Nightwear,784,19.06723728813556,2
2018-09-29,Swimwear,1682,27.597677966102022,2
2018-09-29,Swimwear,1682,27.597677966102022,2
2018-09-29,Unknown,55,1.4897627118644032,2
2018-09-29,Garment Full body,2609,72.68162711864386,1
2018-09-29,Underwear,5280,90.53403389830494,1
2018-09-29,Cosmetic,6,0.0422711864406775,2
2018-09-29,Shoes,2051,100.69935593220238,2
2018-09-29,Garment Lower body,15221,410.1519491525292,1
2018-09-29,Underwear,3756,88.89622033898209,2
2018-09-29,Nightwear,600,12.939305084745708,1
2018-09-29,Socks & Tights,4888,49.82344067796599,1
2018-09-29,Garment Upper body,32049,1138.667830508509,2
2018-09-29,Shoes,855,29.554271186440488,1
2018-09-29,Accessories,5589,72.75942372881364,1
2018-09-29,Garment Lower body,14693,578.6645254236962,2
2018-09-29,Underwear/nightwear,6,0.14396610169491492,2
2018-09-29,Accessories,5589,72.75942372881364,1
2018-09-29,Cosmetic,44,0.26920338983050607,1
2018-09-29,Underwear,3756,88.89622033898209,2
2018-09-29,Unknown,55,1.4897627118644032,2
2018-09-29,Nightwear,600,12.939305084745708,1
2018-09-29,Shoes,2051,100.69935593220238,2
2018-09-29,Underwear,5280,90.53403389830494,1
2018-09-29,Nightwear,784,19.06723728813556,2
2018-09-29,Socks & Tights,1058,15.393271186440494,2
2018-09-29,Swimwear,198,2.0409322033898176,1
2018-09-29,Items,23,0.24247457627118513,1
2018-09-29,Unknown,55,1.8599661016949123,1
2018-09-29,Cosmetic,6,0.0422711864406775,2
2018-09-30,Nightwear,122,3.2227627118644024,1
2018-09-30,Socks & Tights,727,8.886932203389833,1
2018-09-30,Cosmetic,2,0.0101355932203388,2
2018-09-30,Accessories,930,14.674016949152445,1
2018-09-30,Underwear,1030,21.40791525423728,1
2018-09-30,Underwear,1412,31.348830508474688,2
2018-09-30,Garment Lower body,2779,92.0273559322036,1
2018-09-30,Garment Lower body,5758,211.7314237288143,2
2018-09-30,Garment Full body,1839,68.24871186440699,2
2018-09-30,Shoes,754,32.726796610169494,2
2018-09-30,Garment Upper body,7661,236.58905084745925,1
2018-09-30,Socks & Tights,494,7.047610169491541,2
2018-09-30,Garment Full body,433,14.732271186440649,1
2018-09-30,Nightwear,307,7.8564915254237135,2
2018-09-30,Swimwear,808,12.520983050847379,2
2018-09-30,Swimwear,35,0.3933050847457608,1
2018-09-30,Shoes,143,6.388559322033892,1
2018-09-30,Unknown,20,0.4157627118644056,2
2018-09-30,Underwear/nightwear,2,0.0382711864406779,2
2018-09-30,Cosmetic,7,0.042932203389830004,1
2018-09-30,Items,3,0.039271186440677903,1
2018-09-30,Unknown,10,0.23966101694915234,1
2018-09-30,Garment Upper body,11712,374.03896610168874,2
2018-09-30,Accessories,1055,20.402169491525427,2
2018-09-30,Accessories,930,14.674016949152445,1
2018-09-30,Unknown,20,0.4157627118644056,2
2018-09-30,Cosmetic,2,0.0101355932203388,2
2018-09-30,Unknown,10,0.23966101694915234,1
2018-09-30,Items,3,0.039271186440677903,1
2018-09-30,Cosmetic,7,0.042932203389830004,1
2018-09-30,Underwear/nightwear,2,0.0382711864406779,2
2018-09-30,Shoes,143,6.388559322033892,1
2018-09-30,Swimwear,35,0.3933050847457608,1
2018-09-30,Swimwear,808,12.520983050847379,2
2018-09-30,Accessories,1055,20.402169491525427,2
2018-09-30,Nightwear,307,7.8564915254237135,2
2018-09-30,Garment Full body,433,14.732271186440649,1
2018-09-30,Garment Upper body,11712,374.03896610168874,2
2018-09-30,Garment Upper body,7661,236.58905084745925,1
2018-09-30,Shoes,754,32.726796610169494,2
2018-09-30,Garment Full body,1839,68.24871186440699,2
2018-09-30,Garment Lower body,5758,211.7314237288143,2
2018-09-30,Underwear,1030,21.40791525423728,1
2018-09-30,Garment Lower body,2779,92.0273559322036,1
2018-09-30,Nightwear,122,3.2227627118644024,1
2018-09-30,Socks & Tights,727,8.886932203389833,1
2018-09-30,Underwear,1412,31.348830508474688,2
2018-09-30,Socks & Tights,494,7.047610169491541,2
2018-10-01,Garment Full body,292,9.700457627118633,1
2018-10-01,Shoes,1139,48.68949152542379,2
2018-10-01,Socks & Tights,470,5.78403389830508,1
2018-10-01,Accessories,628,9.904966101694871,1
2018-10-01,Garment Upper body,4178,127.36110169491575,1
2018-10-01,Garment Lower body,1654,50.11162711864392,1
2018-10-01,Socks & Tights,685,9.457101694915242,2
2018-10-01,Accessories,1525,28.444627118644295,2
2018-10-01,Garment Upper body,14919,494.27171186439426,2
2018-10-01,Items,5,0.0643559322033896,1
2018-10-01,Garment Lower body,7070,254.62544067796932,2
2018-10-01,Unknown,8,0.4303728813559319,1
